Age,Weight (kg),Height (cm),Gender,BMI,Meal Plan,Exercise Routine
57,71.1,171,Male,24.3,Balanced,Low Impact Exercise
23,99.7,189,Male,27.9,Low Carb,Cardio
56,56.4,172,Female,19.1,Balanced,Yoga
43,58.3,193,Female,15.7,High Protein,Cardio
43,79.1,160,Other,30.9,Low Calorie,Yoga
36,94.8,162,Female,36.1,Low Calorie,Yoga
31,83.3,176,Other,26.9,Low Carb,Cardio
58,53.2,198,Male,13.6,High Protein,Yoga
58,87.3,166,Female,31.7,Low Calorie,Low Impact Exercise
34,81.1,200,Male,20.3,Balanced,Yoga
50,81.5,176,Other,26.3,Low Carb,Low Impact Exercise
38,82.7,173,Male,27.6,Low Carb,Yoga
21,85.0,172,Other,28.7,Low Carb,Strength Training
47,79.1,185,Male,23.1,Balanced,Cardio
44,88.7,173,Other,29.6,Low Carb,Yoga
18,78.0,151,Female,34.2,Low Calorie,Cardio
50,55.9,193,Other,15.0,High Protein,Yoga
47,98.8,163,Other,37.2,Low Calorie,Cardio
20,96.2,198,Other,24.5,Balanced,Strength Training
57,53.6,184,Male,15.8,High Protein,Yoga
39,98.3,196,Male,25.6,Low Carb,Yoga
35,72.3,180,Female,22.3,Balanced,Yoga
25,90.4,180,Male,27.9,Low Carb,Strength Training
49,63.4,160,Male,24.8,Balanced,Cardio
18,84.7,150,Female,37.6,Low Calorie,Cardio
55,91.5,160,Other,35.7,Low Calorie,Low Impact Exercise
34,64.5,200,Female,16.1,High Protein,Yoga
29,75.4,199,Female,19.0,Balanced,Strength Training
52,86.1,158,Other,34.5,Low Calorie,Yoga
48,52.7,156,Other,21.7,Balanced,Yoga
47,55.2,162,Other,21.0,Balanced,Cardio
45,81.9,193,Male,22.0,Balanced,Yoga
55,60.1,167,Male,21.5,Balanced,Low Impact Exercise
38,61.1,190,Other,16.9,High Protein,Cardio
28,95.4,174,Male,31.5,Low Calorie,Cardio
34,99.5,189,Male,27.9,Low Carb,Yoga
58,61.7,163,Other,23.2,Balanced,Low Impact Exercise
65,94.8,176,Other,30.6,Low Calorie,Low Impact Exercise
48,62.9,167,Female,22.6,Balanced,Yoga
60,50.7,171,Female,17.3,High Protein,Yoga
48,54.1,180,Other,16.7,High Protein,Yoga
33,73.1,151,Male,32.1,Low Calorie,Cardio
32,51.5,182,Male,15.5,High Protein,Yoga
19,86.1,156,Male,35.4,Low Calorie,Cardio
46,53.5,181,Other,16.3,High Protein,Cardio
58,77.3,181,Other,23.6,Balanced,Yoga
54,65.4,166,Male,23.7,Balanced,Low Impact Exercise
61,99.5,195,Male,26.2,Low Carb,Yoga
57,96.2,172,Female,32.5,Low Calorie,Yoga
43,80.6,155,Female,33.5,Low Calorie,Cardio
36,57.1,156,Female,23.5,Balanced,Cardio
64,54.8,176,Female,17.7,High Protein,Yoga
27,54.7,151,Female,24.0,Balanced,Strength Training
21,64.2,170,Male,22.2,Balanced,Strength Training
39,54.4,176,Female,17.6,High Protein,Cardio
54,58.4,175,Male,19.1,Balanced,Yoga
31,75.9,178,Other,24.0,Balanced,Cardio
55,83.4,182,Male,25.2,Low Carb,Yoga
25,69.8,168,Other,24.7,Balanced,Strength Training
31,70.7,190,Male,19.6,Balanced,Yoga
53,90.8,156,Female,37.3,Low Calorie,Yoga
27,78.1,169,Other,27.3,Low Carb,Cardio
56,57.4,187,Female,16.4,High Protein,Yoga
43,63.3,180,Male,19.5,Balanced,Yoga
55,71.3,189,Other,20.0,Balanced,Yoga
57,50.5,191,Male,13.8,High Protein,Yoga
42,88.0,189,Male,24.6,Balanced,Cardio
33,72.7,159,Other,28.8,Low Carb,Yoga
52,88.7,156,Female,36.4,Low Calorie,Yoga
40,64.0,174,Male,21.1,Balanced,Cardio
21,55.6,166,Other,20.2,Balanced,Cardio
22,75.7,170,Other,26.2,Low Carb,Strength Training
34,87.1,192,Other,23.6,Balanced,Cardio
47,67.3,193,Female,18.1,High Protein,Yoga
61,56.1,200,Other,14.0,High Protein,Low Impact Exercise
28,69.8,193,Other,18.7,Balanced,Cardio
62,74.8,156,Other,30.7,Low Calorie,Low Impact Exercise
23,93.5,177,Female,29.8,Low Carb,Cardio
29,71.0,153,Other,30.3,Low Calorie,Cardio
53,63.1,190,Other,17.5,High Protein,Yoga
29,99.4,176,Other,32.1,Low Calorie,Cardio
65,66.1,184,Other,19.5,Balanced,Yoga
43,53.8,151,Other,23.6,Balanced,Cardio
45,75.9,153,Female,32.4,Low Calorie,Yoga
34,89.3,179,Male,27.9,Low Carb,Yoga
57,58.7,150,Other,26.1,Low Carb,Low Impact Exercise
20,68.7,176,Male,22.2,Balanced,Strength Training
52,57.7,158,Other,23.1,Balanced,Yoga
44,65.7,198,Female,16.8,High Protein,Cardio
56,51.9,170,Female,18.0,High Protein,Yoga
21,95.0,166,Male,34.5,Low Calorie,Cardio
56,99.5,169,Male,34.8,Low Calorie,Yoga
61,65.9,180,Male,20.3,Balanced,Low Impact Exercise
63,96.1,150,Other,42.7,Low Calorie,Yoga
43,59.2,174,Female,19.6,Balanced,Yoga
64,87.4,185,Other,25.5,Low Carb,Yoga
49,93.1,172,Female,31.5,Low Calorie,Cardio
29,83.2,166,Male,30.2,Low Calorie,Cardio
50,61.0,184,Other,18.0,High Protein,Yoga
48,58.7,189,Other,16.4,High Protein,Yoga
20,85.2,173,Male,28.5,Low Carb,Strength Training
18,68.4,182,Male,20.6,Balanced,Strength Training
20,80.3,182,Male,24.2,Balanced,Strength Training
62,62.6,181,Male,19.1,Balanced,Yoga
18,89.8,176,Other,29.0,Low Carb,Strength Training
31,71.1,187,Male,20.3,Balanced,Cardio
23,72.2,194,Female,19.2,Balanced,Strength Training
61,54.6,171,Other,18.7,Balanced,Low Impact Exercise
59,80.9,181,Female,24.7,Balanced,Yoga
42,69.5,153,Other,29.7,Low Carb,Yoga
54,52.1,177,Female,16.6,High Protein,Yoga
64,67.0,161,Female,25.8,Low Carb,Low Impact Exercise
37,80.3,154,Male,33.9,Low Calorie,Cardio
18,68.6,177,Other,21.9,Balanced,Cardio
65,62.3,154,Male,26.3,Low Carb,Low Impact Exercise
31,79.0,195,Other,20.8,Balanced,Yoga
53,92.4,200,Female,23.1,Balanced,Low Impact Exercise
42,90.6,189,Female,25.4,Low Carb,Cardio
30,69.4,164,Other,25.8,Low Carb,Cardio
27,83.3,189,Female,23.3,Balanced,Strength Training
47,52.8,186,Male,15.3,High Protein,Cardio
19,51.5,193,Female,13.8,High Protein,Strength Training
46,94.0,167,Male,33.7,Low Calorie,Yoga
33,86.9,194,Female,23.1,Balanced,Cardio
42,71.4,150,Other,31.7,Low Calorie,Yoga
65,90.7,176,Other,29.3,Low Carb,Yoga
33,78.4,169,Male,27.5,Low Carb,Yoga
49,51.6,180,Other,15.9,High Protein,Yoga
65,99.6,195,Male,26.2,Low Carb,Low Impact Exercise
50,60.7,152,Other,26.3,Low Carb,Yoga
64,97.0,176,Male,31.3,Low Calorie,Yoga
20,61.2,180,Other,18.9,Balanced,Strength Training
52,96.5,174,Other,31.9,Low Calorie,Low Impact Exercise
41,86.8,155,Female,36.1,Low Calorie,Yoga
22,85.6,183,Female,25.6,Low Carb,Strength Training
37,51.9,174,Other,17.1,High Protein,Cardio
32,68.1,193,Female,18.3,High Protein,Cardio
39,77.6,186,Male,22.4,Balanced,Yoga
22,84.0,187,Male,24.0,Balanced,Cardio
18,67.0,189,Other,18.8,Balanced,Cardio
47,77.7,190,Female,21.5,Balanced,Cardio
60,52.3,168,Other,18.5,Balanced,Yoga
32,68.9,178,Female,21.7,Balanced,Yoga
39,89.0,164,Female,33.1,Low Calorie,Cardio
40,81.0,152,Other,35.1,Low Calorie,Yoga
34,54.2,187,Male,15.5,High Protein,Yoga
34,71.2,162,Female,27.1,Low Carb,Cardio
24,64.2,184,Female,19.0,Balanced,Cardio
42,88.7,187,Other,25.4,Low Carb,Cardio
60,88.1,190,Female,24.4,Balanced,Yoga
26,66.1,169,Other,23.1,Balanced,Cardio
27,77.6,187,Male,22.2,Balanced,Cardio
59,80.8,186,Female,23.4,Balanced,Yoga
31,81.7,153,Male,34.9,Low Calorie,Yoga
56,86.3,196,Other,22.5,Balanced,Yoga
56,94.4,178,Other,29.8,Low Carb,Low Impact Exercise
43,82.1,151,Other,36.0,Low Calorie,Yoga
64,85.3,174,Other,28.2,Low Carb,Low Impact Exercise
63,80.4,172,Other,27.2,Low Carb,Yoga
37,56.7,197,Female,14.6,High Protein,Cardio
58,67.2,157,Other,27.3,Low Carb,Low Impact Exercise
43,78.8,186,Female,22.8,Balanced,Cardio
37,70.4,169,Female,24.6,Balanced,Cardio
19,92.2,187,Male,26.4,Low Carb,Cardio
61,83.3,155,Female,34.7,Low Calorie,Low Impact Exercise
56,97.2,183,Male,29.0,Low Carb,Low Impact Exercise
27,68.0,178,Male,21.5,Balanced,Cardio
63,78.6,153,Female,33.6,Low Calorie,Yoga
58,98.4,196,Male,25.6,Low Carb,Yoga
53,83.9,156,Female,34.5,Low Calorie,Yoga
54,80.8,159,Other,32.0,Low Calorie,Yoga
59,65.6,151,Other,28.8,Low Carb,Yoga
30,55.8,188,Male,15.8,High Protein,Yoga
57,82.1,198,Male,20.9,Balanced,Low Impact Exercise
19,52.2,187,Female,14.9,High Protein,Strength Training
59,88.9,176,Other,28.7,Low Carb,Low Impact Exercise
51,66.7,194,Female,17.7,High Protein,Low Impact Exercise
21,97.6,186,Male,28.2,Low Carb,Cardio
32,88.1,159,Other,34.8,Low Calorie,Yoga
26,98.2,194,Female,26.1,Low Carb,Cardio
55,57.0,167,Male,20.4,Balanced,Yoga
41,92.0,181,Female,28.1,Low Carb,Cardio
26,82.5,189,Other,23.1,Balanced,Cardio
53,97.6,160,Other,38.1,Low Calorie,Yoga
23,96.6,185,Other,28.2,Low Carb,Cardio
65,73.8,186,Female,21.3,Balanced,Yoga
60,75.2,183,Other,22.5,Balanced,Low Impact Exercise
28,75.0,175,Male,24.5,Balanced,Strength Training
33,85.3,166,Other,31.0,Low Calorie,Yoga
40,84.9,197,Male,21.9,Balanced,Cardio
38,69.9,176,Other,22.6,Balanced,Yoga
49,65.9,157,Female,26.7,Low Carb,Cardio
46,80.1,192,Female,21.7,Balanced,Yoga
46,85.9,167,Female,30.8,Low Calorie,Yoga
42,93.4,154,Other,39.4,Low Calorie,Yoga
55,84.7,182,Female,25.6,Low Carb,Yoga
33,71.8,159,Male,28.4,Low Carb,Yoga
32,86.3,179,Male,26.9,Low Carb,Cardio
53,76.1,156,Male,31.3,Low Calorie,Low Impact Exercise
40,50.6,161,Male,19.5,Balanced,Cardio
33,65.2,168,Male,23.1,Balanced,Cardio
39,53.7,184,Other,15.9,High Protein,Cardio
40,59.1,164,Male,22.0,Balanced,Cardio
34,53.1,171,Male,18.2,High Protein,Cardio
32,63.2,156,Male,26.0,Low Carb,Yoga
39,98.4,180,Female,30.4,Low Calorie,Yoga
49,77.8,182,Male,23.5,Balanced,Cardio
56,60.6,162,Female,23.1,Balanced,Yoga
64,80.4,154,Male,33.9,Low Calorie,Low Impact Exercise
54,57.7,182,Female,17.4,High Protein,Low Impact Exercise
35,56.3,166,Other,20.4,Balanced,Cardio
48,56.4,180,Male,17.4,High Protein,Cardio
56,77.9,187,Female,22.3,Balanced,Low Impact Exercise
33,93.5,164,Female,34.8,Low Calorie,Cardio
26,73.0,165,Male,26.8,Low Carb,Cardio
42,67.4,193,Other,18.1,High Protein,Yoga
55,98.9,152,Female,42.8,Low Calorie,Yoga
61,98.6,150,Other,43.8,Low Calorie,Yoga
63,51.8,182,Female,15.6,High Protein,Low Impact Exercise
29,82.0,188,Other,23.2,Balanced,Strength Training
21,55.0,153,Other,23.5,Balanced,Strength Training
22,51.4,191,Female,14.1,High Protein,Cardio
31,86.4,192,Female,23.4,Balanced,Cardio
21,95.1,174,Male,31.4,Low Calorie,Cardio
65,80.5,193,Other,21.6,Balanced,Low Impact Exercise
34,69.2,150,Male,30.8,Low Calorie,Yoga
46,57.8,199,Male,14.6,High Protein,Cardio
56,72.7,190,Female,20.1,Balanced,Yoga
58,87.2,154,Male,36.8,Low Calorie,Yoga
60,76.7,178,Other,24.2,Balanced,Yoga
65,79.2,166,Other,28.7,Low Carb,Yoga
57,79.4,192,Male,21.5,Balanced,Low Impact Exercise
31,57.7,194,Male,15.3,High Protein,Cardio
30,54.8,151,Male,24.0,Balanced,Yoga
49,74.6,161,Female,28.8,Low Carb,Yoga
54,69.8,196,Other,18.2,High Protein,Low Impact Exercise
39,87.6,184,Other,25.9,Low Carb,Yoga
54,64.3,188,Male,18.2,High Protein,Yoga
26,67.9,171,Male,23.2,Balanced,Cardio
33,73.7,185,Male,21.5,Balanced,Yoga
61,88.2,173,Female,29.5,Low Carb,Yoga
58,73.2,194,Female,19.4,Balanced,Yoga
40,90.2,199,Other,22.8,Balanced,Yoga
23,76.9,150,Male,34.2,Low Calorie,Cardio
22,82.3,160,Male,32.1,Low Calorie,Cardio
58,54.9,194,Male,14.6,High Protein,Yoga
35,66.2,185,Other,19.3,Balanced,Yoga
26,91.1,178,Male,28.8,Low Carb,Cardio
53,94.7,197,Male,24.4,Balanced,Low Impact Exercise
40,64.6,195,Female,17.0,High Protein,Yoga
53,97.6,196,Other,25.4,Low Carb,Low Impact Exercise
36,95.7,179,Other,29.9,Low Calorie,Cardio
65,77.1,197,Female,19.9,Balanced,Low Impact Exercise
59,89.1,193,Male,23.9,Balanced,Low Impact Exercise
18,98.5,190,Female,27.3,Low Carb,Strength Training
30,86.6,159,Male,34.3,Low Calorie,Yoga
25,96.8,182,Other,29.2,Low Carb,Cardio
18,69.4,157,Male,28.2,Low Carb,Cardio
22,78.2,166,Female,28.4,Low Carb,Strength Training
26,98.4,192,Female,26.7,Low Carb,Cardio
27,91.6,173,Female,30.6,Low Calorie,Strength Training
60,86.3,182,Male,26.1,Low Carb,Yoga
60,58.0,196,Male,15.1,High Protein,Low Impact Exercise
60,91.1,200,Female,22.8,Balanced,Low Impact Exercise
29,97.9,156,Male,40.2,Low Calorie,Strength Training
18,94.2,189,Male,26.4,Low Carb,Strength Training
31,97.4,160,Female,38.0,Low Calorie,Yoga
28,94.4,155,Male,39.3,Low Calorie,Cardio
63,80.7,179,Other,25.2,Low Carb,Yoga
37,58.8,193,Female,15.8,High Protein,Cardio
57,64.8,168,Female,23.0,Balanced,Yoga
57,86.4,195,Other,22.7,Balanced,Yoga
29,56.0,192,Female,15.2,High Protein,Strength Training
46,81.5,151,Male,35.7,Low Calorie,Cardio
27,94.8,183,Male,28.3,Low Carb,Cardio
47,63.7,157,Male,25.8,Low Carb,Yoga
60,71.8,176,Other,23.2,Balanced,Low Impact Exercise
56,78.5,156,Male,32.3,Low Calorie,Low Impact Exercise
37,76.9,166,Other,27.9,Low Carb,Cardio
58,71.5,196,Male,18.6,Balanced,Yoga
36,69.6,194,Other,18.5,Balanced,Yoga
21,52.4,160,Female,20.5,Balanced,Cardio
60,95.7,178,Other,30.2,Low Calorie,Low Impact Exercise
25,79.4,177,Female,25.3,Low Carb,Cardio
44,59.3,158,Female,23.8,Balanced,Yoga
49,85.5,191,Male,23.4,Balanced,Cardio
53,67.7,196,Other,17.6,High Protein,Low Impact Exercise
27,72.0,163,Female,27.1,Low Carb,Cardio
42,58.3,183,Male,17.4,High Protein,Cardio
56,69.8,158,Female,28.0,Low Carb,Yoga
59,86.8,194,Other,23.1,Balanced,Yoga
24,54.3,198,Female,13.9,High Protein,Cardio
27,61.3,199,Other,15.5,High Protein,Cardio
55,61.6,187,Male,17.6,High Protein,Yoga
38,93.3,156,Other,38.3,Low Calorie,Yoga
19,75.3,179,Other,23.5,Balanced,Strength Training
30,66.9,165,Other,24.6,Balanced,Cardio
56,99.3,151,Female,43.6,Low Calorie,Yoga
59,71.1,183,Male,21.2,Balanced,Yoga
38,65.9,168,Other,23.3,Balanced,Cardio
55,70.4,200,Male,17.6,High Protein,Low Impact Exercise
26,55.8,187,Other,16.0,High Protein,Cardio
19,65.1,170,Other,22.5,Balanced,Strength Training
60,96.9,185,Male,28.3,Low Carb,Low Impact Exercise
47,74.4,155,Other,31.0,Low Calorie,Cardio
35,96.6,178,Male,30.5,Low Calorie,Cardio
35,86.3,196,Male,22.5,Balanced,Yoga
56,97.5,198,Female,24.9,Low Calorie,Low Impact Exercise
47,79.3,153,Male,33.9,Low Calorie,Cardio
52,64.1,152,Female,27.7,Low Carb,Low Impact Exercise
50,84.8,177,Female,27.1,Low Carb,Low Impact Exercise
44,78.4,191,Other,21.5,Balanced,Yoga
22,62.3,162,Female,23.7,Balanced,Strength Training
26,85.8,176,Other,27.7,Low Carb,Cardio
34,78.2,156,Female,32.1,Low Calorie,Yoga
54,98.7,179,Female,30.8,Low Calorie,Low Impact Exercise
37,78.7,157,Male,31.9,Low Calorie,Cardio
27,67.4,185,Female,19.7,Balanced,Strength Training
38,92.8,156,Male,38.1,Low Calorie,Cardio
38,59.4,192,Male,16.1,High Protein,Cardio
46,96.7,195,Female,25.4,Low Carb,Cardio
36,98.7,190,Other,27.3,Low Carb,Yoga
60,58.9,191,Other,16.1,High Protein,Low Impact Exercise
51,58.0,198,Other,14.8,High Protein,Yoga
37,71.6,185,Female,20.9,Balanced,Yoga
62,63.2,156,Other,26.0,Low Carb,Yoga
47,56.7,152,Female,24.5,Balanced,Cardio
26,79.5,157,Other,32.3,Low Calorie,Strength Training
48,74.3,170,Female,25.7,Low Carb,Yoga
30,78.1,191,Male,21.4,Balanced,Yoga
45,92.5,199,Other,23.4,Balanced,Cardio
43,85.5,186,Male,24.7,Balanced,Cardio
63,98.7,191,Female,27.1,Low Carb,Yoga
43,70.6,163,Female,26.6,Low Carb,Cardio
32,57.3,156,Female,23.5,Balanced,Yoga
52,61.0,187,Other,17.4,High Protein,Yoga
48,96.3,192,Other,26.1,Low Carb,Yoga
42,80.7,192,Female,21.9,Balanced,Yoga
45,66.6,180,Male,20.6,Balanced,Cardio
37,89.1,156,Male,36.6,Low Calorie,Cardio
58,54.9,194,Male,14.6,High Protein,Yoga
58,91.3,164,Female,33.9,Low Calorie,Low Impact Exercise
65,66.4,151,Female,29.1,Low Carb,Low Impact Exercise
63,65.6,151,Male,28.8,Low Carb,Low Impact Exercise
44,68.3,196,Other,17.8,High Protein,Cardio
22,92.6,190,Other,25.7,Low Carb,Cardio
45,59.3,188,Other,16.8,High Protein,Yoga
39,84.8,162,Male,32.3,Low Calorie,Yoga
48,84.1,185,Male,24.6,Balanced,Yoga
29,82.9,194,Other,22.0,Balanced,Cardio
55,59.5,200,Female,14.9,High Protein,Yoga
40,99.8,179,Other,31.1,Low Calorie,Cardio
64,90.5,197,Other,23.3,Balanced,Yoga
29,63.7,169,Other,22.3,Balanced,Strength Training
45,56.2,169,Female,19.7,Balanced,Cardio
45,99.4,153,Male,42.5,Low Calorie,Cardio
42,55.4,195,Other,14.6,High Protein,Yoga
20,64.4,197,Female,16.6,High Protein,Cardio
57,62.3,168,Female,22.1,Balanced,Low Impact Exercise
36,92.8,162,Other,35.4,Low Calorie,Yoga
61,64.3,152,Female,27.8,Low Carb,Yoga
64,51.8,173,Male,17.3,High Protein,Low Impact Exercise
32,70.6,194,Female,18.8,Balanced,Yoga
50,94.0,192,Male,25.5,Low Carb,Yoga
56,70.6,184,Other,20.9,Balanced,Yoga
42,62.8,192,Female,17.0,High Protein,Cardio
26,62.4,156,Other,25.6,Low Carb,Strength Training
40,94.0,183,Female,28.1,Low Carb,Cardio
54,51.7,154,Male,21.8,Balanced,Yoga
53,55.4,162,Other,21.1,Balanced,Low Impact Exercise
24,69.1,170,Male,23.9,Balanced,Strength Training
47,69.0,154,Female,29.1,Low Carb,Yoga
25,59.3,152,Other,25.7,Low Carb,Strength Training
25,66.5,198,Female,17.0,High Protein,Strength Training
19,81.5,180,Male,25.2,Low Carb,Strength Training
24,58.1,171,Female,19.9,Balanced,Cardio
49,52.2,194,Male,13.9,High Protein,Cardio
48,99.7,182,Female,30.1,Low Calorie,Yoga
50,63.1,197,Male,16.3,High Protein,Low Impact Exercise
51,59.0,155,Other,24.6,Balanced,Yoga
52,71.8,153,Female,30.7,Low Calorie,Low Impact Exercise
63,67.0,176,Other,21.6,Balanced,Yoga
41,69.5,174,Male,23.0,Balanced,Cardio
39,91.7,179,Female,28.6,Low Carb,Yoga
37,65.5,181,Female,20.0,Balanced,Cardio
35,72.2,158,Female,28.9,Low Carb,Yoga
64,57.0,169,Male,20.0,Balanced,Low Impact Exercise
19,85.7,170,Male,29.7,Low Carb,Strength Training
55,76.8,182,Male,23.2,Balanced,Low Impact Exercise
56,98.1,150,Male,43.6,Low Calorie,Low Impact Exercise
21,58.3,155,Other,24.3,Balanced,Cardio
45,67.9,174,Male,22.4,Balanced,Cardio
61,52.2,157,Other,21.2,Balanced,Yoga
50,97.8,171,Other,33.4,Low Calorie,Yoga
26,78.0,180,Female,24.1,Balanced,Cardio
23,52.3,165,Male,19.2,Balanced,Strength Training
24,73.1,185,Other,21.4,Balanced,Cardio
49,93.5,160,Male,36.5,Low Calorie,Cardio
19,62.2,162,Male,23.7,Balanced,Strength Training
53,53.5,151,Other,23.5,Balanced,Yoga
29,89.8,157,Other,36.4,Low Calorie,Strength Training
65,95.4,174,Female,31.5,Low Calorie,Yoga
51,60.7,167,Male,21.8,Balanced,Low Impact Exercise
51,71.2,151,Female,31.2,Low Calorie,Yoga
59,62.2,168,Male,22.0,Balanced,Low Impact Exercise
24,71.4,189,Male,20.0,Balanced,Cardio
64,86.0,158,Other,34.4,Low Calorie,Low Impact Exercise
63,99.4,160,Male,38.8,Low Calorie,Low Impact Exercise
20,57.8,169,Other,20.2,Balanced,Cardio
44,74.8,192,Female,20.3,Balanced,Yoga
45,69.1,199,Other,17.4,High Protein,Cardio
55,76.7,181,Male,23.4,Balanced,Yoga
39,50.1,167,Male,18.0,High Protein,Yoga
33,82.3,173,Other,27.5,Low Carb,Cardio
27,75.9,199,Female,19.2,Balanced,Cardio
65,99.4,168,Female,35.2,Low Calorie,Yoga
18,83.1,176,Other,26.8,Low Carb,Cardio
26,80.4,171,Other,27.5,Low Carb,Cardio
63,64.7,176,Female,20.9,Balanced,Yoga
59,97.8,172,Female,33.1,Low Calorie,Yoga
49,53.2,155,Other,22.1,Balanced,Yoga
65,90.9,168,Other,32.2,Low Calorie,Yoga
36,97.9,194,Female,26.0,Low Carb,Cardio
26,96.7,182,Other,29.2,Low Carb,Strength Training
46,71.5,163,Other,26.9,Low Carb,Cardio
32,50.7,187,Female,14.5,High Protein,Cardio
35,55.6,196,Female,14.5,High Protein,Yoga
35,97.1,185,Female,28.4,Low Carb,Yoga
24,94.2,188,Male,26.7,Low Carb,Strength Training
41,94.0,175,Male,30.7,Low Calorie,Yoga
47,85.9,156,Other,35.3,Low Calorie,Cardio
36,68.1,151,Female,29.9,Low Calorie,Yoga
60,67.7,152,Other,29.3,Low Carb,Yoga
18,87.7,170,Female,30.3,Low Calorie,Cardio
35,89.1,173,Female,29.8,Low Carb,Yoga
40,84.7,190,Female,23.5,Balanced,Cardio
56,99.8,197,Male,25.7,Low Carb,Low Impact Exercise
46,64.3,156,Female,26.4,Low Carb,Cardio
55,80.6,180,Other,24.9,Low Calorie,Yoga
52,95.3,187,Female,27.3,Low Carb,Yoga
59,98.9,180,Other,30.5,Low Calorie,Yoga
55,92.7,180,Male,28.6,Low Carb,Low Impact Exercise
18,58.2,154,Other,24.5,Balanced,Cardio
20,84.0,179,Other,26.2,Low Carb,Strength Training
48,79.6,153,Female,34.0,Low Calorie,Cardio
43,73.2,180,Male,22.6,Balanced,Yoga
65,94.0,197,Other,24.2,Balanced,Yoga
63,78.1,182,Male,23.6,Balanced,Low Impact Exercise
45,68.2,153,Other,29.1,Low Carb,Cardio
37,83.5,150,Other,37.1,Low Calorie,Cardio
51,79.2,158,Other,31.7,Low Calorie,Yoga
53,86.9,180,Other,26.8,Low Carb,Yoga
52,81.8,173,Male,27.3,Low Carb,Yoga
45,51.1,150,Female,22.7,Balanced,Yoga
63,73.5,159,Other,29.1,Low Carb,Low Impact Exercise
36,94.3,189,Other,26.4,Low Carb,Cardio
25,53.3,191,Male,14.6,High Protein,Strength Training
28,57.0,163,Other,21.5,Balanced,Cardio
40,53.1,150,Other,23.6,Balanced,Cardio
30,97.9,174,Other,32.3,Low Calorie,Cardio
32,76.3,190,Other,21.1,Balanced,Yoga
58,67.7,167,Male,24.3,Balanced,Low Impact Exercise
27,51.7,157,Male,21.0,Balanced,Cardio
48,96.9,156,Female,39.8,Low Calorie,Yoga
41,70.7,159,Male,28.0,Low Carb,Yoga
25,79.3,153,Female,33.9,Low Calorie,Cardio
46,79.3,157,Male,32.2,Low Calorie,Cardio
44,75.3,170,Male,26.1,Low Carb,Yoga
59,82.6,185,Other,24.1,Balanced,Low Impact Exercise
48,99.0,150,Female,44.0,Low Calorie,Yoga
37,55.5,173,Male,18.5,Balanced,Cardio
31,57.2,156,Male,23.5,Balanced,Cardio
58,78.5,178,Male,24.8,Balanced,Yoga
56,54.1,154,Male,22.8,Balanced,Yoga
58,79.8,188,Female,22.6,Balanced,Low Impact Exercise
38,72.7,176,Other,23.5,Balanced,Cardio
22,79.7,199,Other,20.1,Balanced,Cardio
26,71.9,187,Male,20.6,Balanced,Strength Training
52,59.5,193,Male,16.0,High Protein,Yoga
51,76.2,183,Male,22.8,Balanced,Yoga
33,57.7,177,Other,18.4,High Protein,Yoga
35,95.9,188,Female,27.1,Low Carb,Cardio
35,55.2,197,Other,14.2,High Protein,Yoga
35,50.1,187,Female,14.3,High Protein,Cardio
31,71.1,156,Male,29.2,Low Carb,Yoga
20,98.8,189,Other,27.7,Low Carb,Cardio
21,93.6,175,Male,30.6,Low Calorie,Strength Training
37,75.2,177,Male,24.0,Balanced,Yoga
54,80.5,169,Other,28.2,Low Carb,Yoga
31,71.2,153,Male,30.4,Low Calorie,Cardio
53,91.7,157,Other,37.2,Low Calorie,Yoga
37,97.2,156,Male,39.9,Low Calorie,Cardio
61,87.2,179,Male,27.2,Low Carb,Yoga
24,84.5,167,Female,30.3,Low Calorie,Strength Training
54,98.4,187,Other,28.1,Low Carb,Low Impact Exercise
42,83.2,177,Other,26.6,Low Carb,Yoga
20,60.5,164,Male,22.5,Balanced,Strength Training
56,85.0,152,Other,36.8,Low Calorie,Yoga
40,60.1,159,Male,23.8,Balanced,Cardio
48,79.8,172,Male,27.0,Low Carb,Cardio
38,61.1,154,Female,25.8,Low Carb,Cardio
32,78.9,192,Male,21.4,Balanced,Yoga
36,50.7,164,Other,18.9,Balanced,Yoga
33,69.0,168,Other,24.4,Balanced,Cardio
56,52.8,163,Other,19.9,Balanced,Low Impact Exercise
37,81.4,198,Male,20.8,Balanced,Cardio
18,65.7,192,Other,17.8,High Protein,Cardio
34,76.2,156,Male,31.3,Low Calorie,Yoga
41,85.9,195,Male,22.6,Balanced,Yoga
52,98.6,188,Female,27.9,Low Carb,Low Impact Exercise
62,59.8,166,Male,21.7,Balanced,Low Impact Exercise
60,69.6,152,Female,30.1,Low Calorie,Yoga
33,97.0,181,Other,29.6,Low Carb,Cardio
57,56.3,197,Male,14.5,High Protein,Low Impact Exercise
61,83.3,167,Female,29.9,Low Calorie,Low Impact Exercise
28,94.7,167,Male,34.0,Low Calorie,Cardio
63,74.9,190,Other,20.7,Balanced,Low Impact Exercise
20,87.8,161,Other,33.9,Low Calorie,Cardio
26,96.3,183,Female,28.8,Low Carb,Cardio
51,70.6,156,Female,29.0,Low Carb,Low Impact Exercise
51,95.8,173,Other,32.0,Low Calorie,Low Impact Exercise
51,93.9,168,Other,33.3,Low Calorie,Low Impact Exercise
28,95.9,176,Other,31.0,Low Calorie,Strength Training
54,73.6,191,Female,20.2,Balanced,Low Impact Exercise
